Title,Year,TMDb ID,TMDb Rating,Overview,IMDb ID,IMDb Rating,Runtime (min),Genre
Good Boy,2022,983507,6.4,"Christian – a millionaire heir, meets Sigrid – a young student, on a dating app. They hit it off quickly, but there's only one problem: Christian lives with Frank, a man who dresses up and constantly acts like a dog.",tt19705884,5.7,76.0,"Horror, Thriller"
The Vanished,2020,718400,6.044,"A family vacation takes a terrifying turn when parents Paul and Wendy discover their young daughter has vanished without a trace. Stopping at nothing to find her, the search for the truth leads to a shocking revelation.",tt9794630,5.7,115.0,"Action, Crime, Horror"
Night Teeth,2021,669671,6.427,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions—and their dangerous, shadowy underworld—he must fight to stay alive.",tt10763820,5.7,107.0,"Action, Crime, Drama"
Rushed,2021,828305,7.0,"Barbara O’Brien, an Irish Catholic mother, has her life turned upside-down when her son, a freshman in college, is involved in a tragic hazing incident. Taking justice into her own hands, she travels across the country recording mothers who have lost sons to hazing in an effort to prove the university’s liability. When she is confronted by corruption and cover ups, she seeks revenge on the one person she finds truly responsible, proving that hell hath no fury like a mother scorned.",tt10430850,5.7,101.0,"Crime, Drama, Mystery"
Sea Fever,2020,507441,6.1,The crew of a West of Ireland trawler—marooned at sea—struggle for their lives against a growing parasite in their water supply.,tt2716382,5.7,95.0,"Drama, Horror, Mystery"
The Guest Room,2021,761830,5.966,"The morning Stella decides to take her own life, a stranger knocks at her door claiming the guest room he booked for the night. Surprised but charmed by this man who seems to know her very well, Stella decides to let him in. But when Sandro, the man who broke Stella's heart, joins them at home, this odd situation turns immediately into chaos.",tt13315340,5.7,101.0,"Drama, Horror, Thriller"
Sting,2024,1087388,6.3,"After raising an unnervingly talented spider in secret, 12-year-old Charlotte must face the truth about her pet and fight for her family's survival.",tt20112746,5.7,91.0,"Horror, Sci-Fi, Thriller"
Cuckoo,2024,869291,5.728,"After reluctantly moving to the German Alps with her father and his new family, Gretchen discovers that their new town hides sinister secrets, as she's plagued by strange noises and frightening visions of a woman pursuing her.",tt12349832,5.7,102.0,"Horror, Mystery, Thriller"
The Closet,2020,571625,7.201,"After moving into a new house, a young girl begins displaying strange and disturbing behavior until, one day, she disappears behind a closet. While the devastated father is left with no clue about his daughter's disappearance, an exorcist shows up to help.",tt11727052,5.7,97.0,"Horror, Mystery"
Resident Evil: Death Island,2023,1083862,7.3,"In San Francisco, Jill Valentine is dealing with a zombie outbreak and a new T-Virus, Leon Kennedy is on the trail of a kidnapped DARPA scientist, and Claire Redfield is investigating a monstrous fish that is killing whales in the bay. Joined by Chris Redfield and Rebecca Chambers, they discover the trail of clues from their separate cases all converge on the same location, Alcatraz Island, where a new evil has taken residence and awaits their arrival.",tt26674627,5.7,91.0,"Animation, Action, Horror"
Significant Other,2022,901385,6.0,"Ruth and Harry decide to take a romantic backpacking trip through the Pacific Northwest, but amongst the beautiful scenery, Ruth makes an unexpected discovery that sets her off on a strange, frightening new path. The couple aren't alone in the woods, and they might not be the same when they come out...if they come out.",tt15353964,5.7,84.0,"Drama, Horror, Mystery"
Sister Death,2023,955531,5.975,"Spain, 1949. Narcisa, a novice, arrives at an old convent, converted into a girls' school, to work as a teacher.",tt19175696,5.7,91.0,"Horror, Mystery"
The Boy Behind The Door,2020,741613,6.3,Bobby tries to save himself and his best friend when they are kidnapped on their way home from school.,tt10772662,5.7,88.0,"Horror, Mystery, Thriller"
The Watchers,2024,1086747,6.413,"A young artist gets stranded in an extensive, immaculate forest in western Ireland, where, after finding shelter, she becomes trapped alongside three strangers, stalked by mysterious creatures each night.",tt26736843,5.7,102.0,"Fantasy, Horror, Mystery"
Daddy's Head,2024,1089123,6.053,A boy and his stepmother fear for their safety after an eerie creature resembling the boy's recently deceased father visits them.,tt26682012,5.7,92.0,Horror
Die Alone,2024,1141182,5.833,"Lost in a world reclaimed by nature and overrun by mysterious creatures, Ethan, a young man with amnesia navigates the dangerous landscape in search of his lost love Emma.  His journey takes an unexpected turn when he encounters Mae, a hardened and eccentric survivor.  Together, Ethan and Mae face threats both human and otherwise before a fateful encounter with Kai unravels a secret that lies just beyond Ethan's fractured memory.",tt21097192,5.7,91.0,"Drama, Horror, Mystery"
Escape Room: Tournament of Champions,2021,585216,6.527,"Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive... and discovering they've all played the games before.",tt9844522,5.7,88.0,"Action, Adventure, Horror"
Monster Summer,2024,928480,6.561,"When a mysterious force begins to disrupt their big summer fun, Noah and his friends team up with a retired police detective to embark on a monstrous adventure to save their island.",tt3954936,5.7,97.0,"Adventure, Fantasy, Mystery"
SpongeBob Squarepants: Kreepaway Kamp,2024,1354627,7.133,"While at Kamp Koral for a reunion, SpongeBob and the gang are stalked by a mysterious figure lurking in the shadows as campers start disappearing one by one!",tt33404610,5.7,45.0,"Animation, Comedy, Family"
Goodnight Mommy,2022,814800,6.256,"When twin brothers arrive home to find their mother’s demeanor altered and face covered in surgical bandages, they begin to suspect the woman beneath the gauze might not be their mother.",tt9000184,5.7,92.0,"Crime, Drama, Horror"
Studio 666,2022,895744,5.942,"Legendary rock band Foo Fighters move into an Encino mansion steeped in grisly rock and roll history to record their much anticipated 10th album. Once in the house, Dave Grohl finds himself grappling with supernatural forces that threaten both the completion of the album and the lives of the band.",tt15374070,5.6,106.0,"Comedy, Horror, Music"
Glorious,2022,939914,5.866,"After a breakup, Wes ends up at a remote rest stop. He finds himself locked inside the bathroom with a mysterious figure speaking from an adjacent stall. Soon Wes realizes he is involved in a situation more terrible than he could imagine.",tt12724306,5.6,79.0,"Horror, Mystery, Thriller"
The Nun II,2023,968051,6.708,"In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.",tt10160976,5.6,110.0,"Horror, Mystery, Thriller"
Salem's Lot,2024,748230,6.175,Author Ben Mears returns to his childhood home of Jerusalem's Lot only to discover his hometown is being preyed upon by a bloodthirsty vampire.,tt10245072,5.6,114.0,"Horror, Thriller"
Gaia,2021,795853,5.938,"In the depths of an ancient forest, something has been growing. Something older than humanity itself, and perhaps greater too. When a park ranger discovers a man and his son living wild, she stumbles onto a secret that is about to change the world.",tt11881160,5.6,96.0,"Drama, Fantasy, Horror"
Son,2021,754934,6.004,"When a young boy contracts a mysterious illness, his mother must decide how far she will go to protect him from terrifying forces in her past.",tt5624466,5.6,98.0,"Horror, Thriller"
In a Violent Nature,2024,1214509,5.707,"The enigmatic resurrection, rampage, and retribution of an undead monster in a remote wilderness unleashes an iconic new killer after a locket is removed from a collapsed fire tower that entombed its rotting corpse.",tt30321146,5.6,94.0,"Drama, Horror, Thriller"
Ghosts of War,2020,608195,6.276,A group of World War II American soldiers encounter a supernatural enemy as they occupy a French castle previously under Nazi control.,tt6508228,5.6,94.0,"Fantasy, Horror, Thriller"
Stopmotion,2024,840889,6.359,"Ella Blake, a stop-motion animator struggling to control her demons after the loss of her overbearing mother, embarks upon the creation of a film that becomes the battleground for her sanity. As Ella’s mind starts to fracture, the characters in her project take on a life of their own.",tt14852624,5.6,93.0,"Horror, Thriller"
The Deep Dark,2023,976830,5.776,"1956, in the north of France. A group of underground miners is forced to take a professor to take samples a thousand meters underground. After a landslide that prevents them from going back up, they discover a crypt from another time, and unknowingly awaken a legendary bloodthirsty creature.",tt20452218,5.6,103.0,"Adventure, Horror"
T.I.M.,2023,1040229,5.733,"Prosthetics scientist Abi and her adulterous husband Paul adjust to life outside the city as Abi begins working for high-tech company Integrate, developing a humanoid AI - T.I.M.",tt21988182,5.6,101.0,"Sci-Fi, Thriller"
Books of Blood,2020,715123,6.318,A journey into uncharted and forbidden territory through three tales tangled in space and time.,tt11242218,5.6,107.0,"Drama, Horror, Mystery"
Wrong Turn,2021,630586,5.964,"Jen and a group of friends set out to hike the Appalachian Trail. Despite warnings to stick to the trail, the hikers stray off course—and cross into land inhabited by The Foundation, a hidden community of mountain dwellers who use deadly means to protect their way of life.",tt9110170,5.6,109.0,"Horror, Thriller"
32 Malasana Street,2020,639798,6.4,"Malasaña neighborhood, Madrid, Spain, 1976. While political turmoil ravages the streets all over the country, the Olmedo family arrives in the big city and settles into their new apartment. They soon discover that they are not the only ones roaming its corridors.",tt10952782,5.6,104.0,"Horror, Mystery"
Beast,2022,760741,6.575,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",tt13223398,5.6,93.0,"Action, Adventure, Drama"
Evil Eye,2022,943221,6.7,"Nala, a thirteen-year-old girl from the city, travels with her family to her grandmother's home in the countryside, to try to find a cure for her little sister's mysterious illness - But she'll soon find her granny is not exactly what she seems...",tt15847880,5.6,100.0,Horror
Double Blind,2024,1140648,5.9,"After an experimental drug trial goes awry, the test subjects face a terrifying side effect: if you fall asleep you die. Trapped in an isolated facility, panic ensues as they try to escape and somehow stay awake.",tt14729020,5.6,90.0,"Horror, Thriller"
New Life,2024,1148027,6.0,"A mysterious woman on the run, and the resourceful fixer assigned to bring her in. Their two unique stories inextricably link, as the stakes of the pursuit rise to apocalyptic proportions.",tt18973958,5.6,85.0,"Horror, Thriller"
The Curse of Bridge Hollow,2022,864959,6.523,A Halloween-hating dad reluctantly teams up with his teenage daughter when an evil spirit wreaks havoc by making their town's decorations come to life.,tt15289240,5.6,89.0,"Adventure, Comedy, Family"
Death's Roulette,2023,1114905,6.4,"Seven strangers wake up in a mansion in the middle of nowhere to discover they are part of a twisted game. They will have 60 minutes to choose one person to die; otherwise, all of them will be murdered. As the clock ticks down, the most lurid secrets will come to light, and they’ll discover they are all connected by a dark past.",tt21087452,5.5,94.0,"Drama, Mystery, Thriller"
Red Dot,2021,649087,5.882,"On a hiking trip to rekindle their marriage, a couple find themselves fleeing for their lives in the unforgiving wilderness from an unknown shooter.",tt11307814,5.5,86.0,"Drama, Horror, Thriller"
Crawlers,2020,680734,6.0,On Saint Patrick's day—a night of wild parties and drunken revelry—three unlikely friends band together to save a college town from a vicious horde of body-snatching aliens.,tt11814788,5.5,82.0,"Drama, Fantasy, Horror"
The Power,2021,760919,5.931,"London, 1974. As Britain prepares for electrical blackouts to sweep across the country, trainee nurse Val arrives for her first day at the crumbling East London Royal Infirmary. With most of the patients and staff evacuated to another hospital, Val is forced to work the night shift, finding herself in a dark, near empty building. Within these walls lies a deadly secret, forcing Val to face both her own traumatic past and deepest fears.",tt9314984,5.5,92.0,"Horror, Mystery, Thriller"
Last Straw,2024,1137205,5.954,"A rural roadside diner becomes the host of a maniacal killing spree – leaving a young waitress to clean up the mess. After hard-headed Nancy fires the staff at her dad’s diner, she decides to cover the last shift of the night by herself. Little does she know, she is far from alone. The day is coming back to haunt her and when things begin to spiral out of control, she must fight for her life over the course of one long night.",tt24249072,5.5,83.0,"Horror, Thriller"
Gretel & Hansel,2020,542224,6.0,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",tt9086228,5.5,87.0,"Fantasy, Horror, Mystery"
Zom 100: Bucket List of the Dead,2023,1070514,6.634,"Bullied by his boss, worked around the clock, he's nothing more than a corporate drone. All it takes is a zombie outbreak for him to finally feel alive!",tt20672534,5.5,128.0,"Action, Comedy, Fantasy"
Tremors: Shrieker Island,2020,670266,6.106,"When a group of hunters genetically modify Graboid eggs, they face an all-out war against the larger, terrifyingly intelligent creatures, and swiftly multiplying Shriekers!",tt8322060,5.5,103.0,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller"
Insidious: The Red Door,2023,614479,6.574,"To put their demons to rest once and for all, Josh Lambert and a college-aged Dalton Lambert must go deeper into The Further than ever before, facing their family's dark past and a host of new and more horrifying terrors that lurk behind the red door.",tt13405778,5.5,107.0,"Horror, Mystery, Thriller"
Blood,2023,746524,6.544,"Jess, a newly separated mother and nurse, moves into her old family farmhouse with Tyler, her teenage daughter, and Owen, her eight-year-old son. One night, the family dog senses something in the woods and runs off to find it. He returns a couple of days later and attacks Owen, savagely biting him before Jess is able to intervene. Owen is rushed to the hospital. His condition worsens, and no one can figure out why... until Jess discovers a disturbing cure...",tt13280054,5.5,108.0,"Drama, Horror, Thriller"
Do Not Enter,2024,1287717,6.946,"Two working class youtubers ‘in the making’ enter an abandoned mansion to get their basketball back, and get lost inside while pranking each other. They record their ‘quick adventure’ with their phones for their audience, and tweak it with a fake phantom appearance to attract more followers to their YouTube channel. When uploaded the video goes viral, so they start a challenge: if the video reaches a certain number of views, they will enter the house again, at night, alone, totally unprotected. As fans react positively, they will do as promised, not only to discover and unveil the true nature of the place and their inhabitants, but to realize they might not be among the living anymore. Which opens a question - how far would you go to be famous?",tt27155283,5.5,85.0,Horror
Spell,2020,621151,6.466,"A father survives a plane crash in rural Appalachia, but becomes suspicious of the elderly couple who take him in to nurse him back to health with the ancient remedies.",tt10736580,5.5,91.0,"Horror, Thriller"
Superhost,2021,849369,5.858,Two travel vloggers check into a vacation rental with a host that will do anything for a good review.,tt13309978,5.5,84.0,"Comedy, Horror, Thriller"
The Bad Seed Returns,2022,897338,6.8,"Several years after the murderous events of the first movie left her father dead, Emma is now living with her aunt Angela and navigating high school. Angela’s husband begins to suspect that Emma may not be as innocent as she appears and suggests sending her off to boarding school. Meanwhile, a new girl at school seems to know Emma’s secrets, leaving Emma no choice but to slip back to her old ways and take care of her enemies by any means necessary.",tt16030222,5.5,88.0,"Drama, Horror, Thriller"
Martyrs Lane,2021,797815,6.1,"Leah, 10, has terrible nightmares. Her mother seems distant somehow, lost in her thoughts.  A small, nightly visitor brings Leah comfort, but soon Leah will realize that her little visitor offers knowledge that might be very, very dangerous.",tt7413600,5.5,96.0,"Drama, Horror"
Sightless,2020,733156,6.777,"After an attack renders her blind, Ellen withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.",tt10303430,5.5,89.0,"Drama, Mystery, Thriller"
There's Something in the Barn,2023,956920,6.188,An American family fulfills their dream of moving back to their roots after inheriting a remote cabin in the mountains of Norway. But there's a surprise waiting for them.,tt23060796,5.5,100.0,"Comedy, Fantasy, Horror"
Willy's Wonderland,2021,643586,6.0,"When his car breaks down, a quiet loner agrees to clean an abandoned family fun center in exchange for repairs. He soon finds himself waging war against possessed animatronic mascots while trapped inside Willy's Wonderland.",tt8114980,5.5,88.0,"Action, Comedy, Horror"
V/H/S/94,2021,753453,6.121,"After the discovery of a mysterious VHS tape, a brutish police SWAT team launches a high-intensity raid on a remote warehouse, only to discover a sinister cult compound whose collection of pre-recorded material uncovers a nightmarish conspiracy.",tt14867006,5.5,103.0,"Horror, Mystery, Thriller"
Peninsula,2020,581392,6.745,A soldier and his team battle hordes of post-apocalyptic zombies in the wastelands of the Korean Peninsula.,tt8850222,5.5,116.0,"Action, Horror, Thriller"
Dark Harvest,2023,675531,5.9,"In a small Midwestern town, a deadly annual ritual unfolds when the mythical nightmare, Sawtooth Jack, rises from the cornfields and challenges the town’s teenage boys in a bloody battle of survival.",tt9204328,5.5,96.0,"Fantasy, Horror"
Post Mortem,2020,655363,6.744,A post mortem photographer and a little girl confront ghosts in a haunted village after the First World War.,tt9834506,5.5,115.0,"Horror, Mystery, Thriller"
Halloween Kills,2021,610253,6.4,"Michael manages to free himself from Laurie Strode's trap to resume his ritual bloodbath. As she fights for her life from injuries from their last encounter, she inspires her daughter Karen, her granddaughter Allyson, and all of Haddonfield to rise up against the unstoppable monster.",tt10665338,5.5,105.0,"Action, Drama, Horror"
Wake Up,2024,1165466,7.0,"A group of young activists set out to make an environmental statement by vandalizing a home superstore as it closes. But their plan goes terribly wrong when they become trapped inside and must face a deranged security guard with a gruesome passion for primitive hunting. As the night fills with violence and terror, the teenagers find themselves in a desperate fight for their lives.",tt28662887,5.5,83.0,"Action, Horror"
Arcadian,2024,1051896,6.149,"In the near future, on a decimated Earth, Paul and his twin sons face terror at night when ferocious creatures awaken. When Paul is nearly killed, the boys come up with a plan for survival, using everything their father taught them to keep him alive.",tt22939186,5.5,92.0,"Action, Drama, Horror"
Dead,2020,726239,6.3,"Dane ‘Marbles’ Marbeck can see ghosts, thanks to a homemade drug: his late father’s neurological medication mixed with marijuana.  Officer Jayson Tagg, a wannabe super-cop on the trail of a serial killer, ends up murdered.  So when Marbles’ mum plans to sell the family farm, and the only way of buying the house off her is taking the money offered by Tagg in exchange for his help, Marbles accepts.  The unlikely duo of stoner medium and ghost cop struggle to reconcile their differences while they navigate their way through ghouls, perverts, a mysterious hooded figure, and an unexpected shot at love.  It becomes clear the only way Marbles and Tagg will solve the case with their souls intact is to confront their deepest regrets and overcome their prejudices.",tt12145322,5.5,90.0,"Comedy, Horror, Romance"
Out of Darkness,2024,823491,5.8,"In the Old Stone Age, a disparate gang of early humans band together in search of a new land. But when they suspect a malevolent, mystical, being is hunting them down, the clan are forced to confront a danger they never envisaged.",tt7527682,5.5,88.0,"Horror, Thriller"
Virus:32,2022,893370,6.9,A virus is unleashed and a chilling massacre runs through the streets of Montevideo.,tt12298140,5.5,90.0,Horror
Venus,2022,931954,6.3,"Lucía, a club dancer on the run, takes refuge in a sinister building on the outskirts of Madrid where her sister Rocío lives with her daughter Alba.",tt15676664,5.5,100.0,Horror
MexZombies,2022,675054,7.094,"A group of teenagers must face a zombie apocalypse, and help reestablish order.",tt10171796,5.5,88.0,"Comedy, Horror, Thriller"
Nightbitch,2024,728949,5.844,"A woman, thrown into the stay-at-home routine of raising a toddler in the suburbs, slowly embraces the feral power deeply rooted in motherhood, as she becomes increasingly aware of the bizarre and undeniable signs that she may be turning into a dog.",tt12810074,5.5,99.0,"Comedy, Horror"
Azrael,2024,1029235,6.0,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",tt22173666,5.4,86.0,"Action, Horror"
You Should Have Left,2020,514593,6.095,"In an effort to repair their relationship, a couple books a vacation in the countryside for themselves and their daughter. What starts as a perfect retreat begins to fall apart as one loses their grip on reality, and a sinister force tries to tear them apart.",tt8201852,5.4,93.0,"Horror, Mystery, Thriller"
Subservience,2024,1064028,6.704,"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it.",tt24871974,5.4,106.0,"Sci-Fi, Thriller"
Los habitantes,2023,1105902,6.8,"Emiliano returns to Monterrey after his accident, only to find himself face to face to the ghosts of his new life.",tt16427598,5.4,95.0,"Horror, Thriller"
The Old Ways,2021,752505,6.781,"Cristina, a journalist of Mexican origin, travels to her ancestral home in Veracruz to investigate a story of sorcery and healing. There, she is kidnapped by a group of locals who claim she's the devil incarnated.",tt12829958,5.4,90.0,"Drama, Fantasy, Horror"
Follow Me,2020,606625,6.243,"A social media personality travels with his friends to Moscow to capture new content for his successful vlog. Always pushing the limits and catering to a growing audience, they enter a cold world of mystery, excess, and danger. When the lines between real life and social media are blurred, the group must fight to escape, and survive.",tt8160834,5.4,91.0,"Adventure, Horror, Mystery"
Meander,2021,523936,6.0,"After getting a car ride from an unknown man, Lisa wakes up in a tube. On her arm is strapped a bracelet with a countdown. She quickly understands that every 8 minutes, fire burns an occupied section. She has no choice but to crawl into safe sections to survive. To know why she’s there and how to get out, Lisa will have to face the memories of her dead daughter…",tt5752192,5.4,90.0,"Drama, Horror, Mystery"
The Angry Black Girl and Her Monster,2023,1083858,6.175,"Vicaria is a brilliant teenager who believes death is a disease that can be cured. After the brutal and sudden murder of her brother, she embarks on a dangerous journey to bring him back to life.",tt19896150,5.4,91.0,"Drama, Fantasy, Horror"
Starve Acre,2024,933090,6.077,"When their son starts acting strangely, a couple unwittingly allow dark and sinister forces into their home, awakening a long-dormant ancient evil rooted deep in the countryside.",tt17521612,5.4,98.0,"Drama, Horror"
The Unhealer,2020,740903,6.1,"A botched faith healing bestows supernatural Shaman powers on a bullied teenager. When his lifelong tormentors pull a prank that kills someone he loves, he uses his powers for revenge and goes on a bloody rampage to settle the score.",tt1318523,5.4,94.0,"Fantasy, Horror, Sci-Fi"
The Forever Purge,2021,602223,6.914,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,tt10327252,5.4,103.0,"Action, Crime, Horror"
Night Shift,2023,829038,6.219,"A young woman working her first night shift at a remote motel begins to suspect that she is being followed by a dangerous character from her past. As the night progresses and increasingly supernatural  events occur, she quickly finds out that nothing is what it appears to be.",tt13380324,5.4,82.0,"Horror, Thriller"
Baghead,2023,845783,6.554,"Following the death of her estranged father, Iris learns she has inherited a run-down, centuries-old pub. She travels to Berlin to identify her father’s body and meet with The Solicitor to discuss the estate. Little does she know, when the deed is signed she will become inextricably tied to an unspeakable entity that resides in the pub’s basement – Baghead – a shape-shifting creature that can transform into the dead.",tt14030816,5.4,94.0,"Horror, Mystery"
Project Silence,2024,726139,7.0,"Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and explosions. Amidst the chaos, the canine subjects ""Echo"" from the military experiment ""Project Silence,"" who were being transported in secret, break free, and all human survivors become targets of relentless attacks.",tt25808194,5.4,101.0,"Action, Horror, Sci-Fi"
The Sacrifice Game,2023,973471,6.0,"Christmas break, 1971. Samantha and Clara, two students who are staying behind for the holidays at their boarding school, must survive the night after the arrival of uninvited visitors.",tt20114976,5.4,99.0,Horror
Godless: The Eastfield Exorcism,2023,1088157,6.468,"Lara is a woman tormented, torn between science and faith. Pushed by her husband to seek treatment from a congregation of zealots, a ruthless exorcist will try to save her soul by putting an innocent woman through hell.",tt16296308,5.4,91.0,"Crime, Drama, Horror"
Phenomena,2023,1073413,5.905,"Madrid, Spain, 1998. The many resources and skills of Gloria, Paz and Sagrario, three middle-aged women investigating paranormal events, are put to the test when their leader, Father Pilón, has an unpleasant encounter.",tt18315204,5.4,94.0,"Comedy, Horror"
Dampyr,2022,644124,6.195,"In war-torn Balkans, bogus monster hunter Harlan Draka is hired by soldiers who happen to be under attack by an army of actual vampires, uncovering the hidden truth about his past in the process: he is half-human and half-vampire... a Dampyr.",tt10315050,5.4,109.0,"Fantasy, Horror"
Five Nights at Freddy's,2023,507089,7.468,"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",tt4589218,5.4,109.0,"Horror, Mystery, Thriller"
Horror in the High Desert,2021,805682,5.89,"In July 2017, an experienced outdoor enthusiast vanished in Northern Nevada while on an outdoor excursion. After an extensive search, he was never located. On the three-year anniversary of his disappearance, friends and loved ones recall the events leading up to his vanishing, and for the first time, speak about the horrifying conclusion of his fate.",tt13964404,5.4,82.0,"Horror, Thriller"
The Mill,2023,1081400,5.867,"A businessman wakes up beside an ancient grist mill situated in the center of an open-air prison cell with no idea how he got there. Forced to work as a beast of burden to stay alive, he must find a way to escape before the birth of his child.",tt26569323,5.4,106.0,"Drama, Mystery, Sci-Fi"
Never Let Go,2024,814889,6.1,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",tt14415204,5.4,101.0,"Horror, Thriller"
The Bridge Curse,2020,678489,6.5,"Four years after five students mysteriously committed suicide after taking part in a courage test on the ghost bridge in Donghu university, a reporter and a cinematographer are back to that place and try to get everything clear.",tt11242242,5.3,88.0,"Horror, Mystery, Thriller"
The Deep House,2021,672582,6.008,"While diving in a remote French lake, a couple of YouTubers who specialise in underwater exploration videos discover a house submerged in the deep waters. What was initially a unique finding soon turns into a nightmare when they discover that the house was the scene of atrocious crimes. Trapped, with their oxygen reserves falling dangerously, they realise the worst is yet to come: they are not alone in the house.",tt11686490,5.3,85.0,"Drama, Horror, Mystery"
The Exorcism of God,2022,836225,7.084,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",tt10362566,5.3,98.0,"Drama, Horror, Thriller"
Cellar Door,2024,1361292,6.0,"Looking for a fresh start after a miscarriage, a couple find themselves being gifted the house of their dreams with one caveat - they can never open the cellar door. Whether they can live without knowing triggers shocking consequences.",tt11950888,5.3,97.0,Thriller
Hypnotic,2021,864873,6.04,"A young woman seeking self-improvement enlists the help of a renowned hypnotist but, after a handful of intense sessions, discovers unexpected and deadly consequences.",tt12383460,5.3,88.0,"Horror, Mystery, Thriller"
The Puppetman,2023,1146143,5.665,"The Puppetman, a convicted killer on death row always maintained his innocence saying that it was an evil force controlling his body as he slaughtered his victims. Now Michal, the killer's daughter, begins to suspect that there may be some truth to her father's claim when those around her begin to die in brutal ways. She must try and break the curse of The Puppetman before all her loved ones are killed.",tt19369162,5.3,96.0,"Horror, Thriller"
Resurrected,2023,584004,6.255,"In a dystopian future, the Vatican knows how to resurrect people. A priest discovers a conspiracy behind the resurrections and their possible link to a series of murders.",tt15340206,5.3,97.0,"Horror, Sci-Fi"
We Are Zombies,2024,1139106,5.875,In a city infested with the LIVING-IMPAIRED aka non-cannibal zombies - three slackers after easy money must fight small-time crooks and an evil megacorporation to save their kidnapped grandma.,tt5478456,5.3,80.0,"Comedy, Horror"
Dead Sea,2024,1308757,6.393,"Stranded in the open sea after a fatal accident, a young woman and her two friends are rescued by a fishing vessel's captain, unaware that the ship harbors a chilling secret.",tt11724920,5.3,88.0,"Crime, Thriller"
Cold Meat,2024,1032372,6.4,"David Petersen is passing through the Colorado Rockies. After saving a young diner waitress from her violent ex-husband during a break from driving, he hits the road again alone through a dangerous snow blizzard. One false move behind the wheel has him waking up inside a ravine, in the eye of the storm. But the cold is the least of his worries when a beast starts prowling outside. How will he survive?",tt17067574,5.3,90.0,Thriller
The Invitation,2022,830788,6.054,"After the death of her mother, Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon, she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family’s history.",tt12873562,5.3,105.0,"Horror, Thriller"
Body Cam,2020,513268,6.241,"As a police officer investigates the gruesome murder of her colleague, she discovers that a mysterious supernatural force is behind it.",tt8179024,5.3,96.0,"Horror, Mystery, Thriller"
Unwelcome,2023,758769,5.885,"Londoners Maya and Jamie escape their urban nightmare to the tranquility of rural Ireland only to discover malevolent, murderous goblins lurking in the gnarled, ancient wood at the foot of their new garden. When heavily pregnant Maya’s relationship with a local family turns sour, who – or what – will come to her rescue and to what extremes will she go to protect her unborn child?",tt12447796,5.3,104.0,"Comedy, Horror"
Bird Box Barcelona,2023,805320,5.921,"After a mysterious force decimates the world’s population, Sebastian must navigate his own survival journey through the desolate streets of Barcelona. As he forms uneasy alliances with other survivors and they try to escape the city, an unexpected and even more sinister threat grows.",tt14400246,5.3,112.0,"Horror, Mystery, Sci-Fi"
Lord of Misrule,2023,853387,6.0,"When the daughter of the town's new priest goes missing during the harvest festival, a desperate search begins, uncovering the town's dark history and resurfacing tales of a mysterious, malevolent spirit that demands sacrifice.",tt11893676,5.3,104.0,Horror
Prey for the Devil,2022,676547,6.891,"In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.",tt9271672,5.3,93.0,"Horror, Mystery, Thriller"
Hold Your Breath,2024,718014,5.929,"In 1930s Oklahoma amid the region's horrific dust storms, a woman is convinced that a sinister presence is threatening her family.",tt12573480,5.3,94.0,"Drama, Horror, Thriller"
